year,doy,cpue,n_samples
2019,154,0.0130839129160338,3
2019,155,0.003810589708743,2
2019,156,0.0122178698004104,4
2019,157,0.0168678551442961,5
2019,158,0.0086604311562341,2
2019,159,0.0367202281024329,9
2019,160,0.062981320116183,25
2019,161,0.0204386175287127,6
2019,162,0.0239161137314467,8
2019,163,0.0281397393876409,6
2019,164,0.0194659844911664,5
2019,165,0.0300183867615317,10
2019,166,0.0137367761878114,3
2019,167,0.0300983292029739,11
2019,168,0.0708290031177552,10
2019,169,0.0434087457030938,13
2019,170,0.0131238841367549,4
2019,171,0.0604364857302742,8
2019,172,0.0703493484691022,10
2019,173,0.0609028166386868,7
2019,174,0.0525221840275002,6
2019,175,0.0503637381085618,6
2019,176,0.0249820129506755,7
2019,177,0.0357475950648866,10
2019,178,0.044674501025928,9
2019,179,0.0454073067391478,6
2019,180,0.041570069549924,10
2019,181,0.0336424441069097,14
2019,182,0.0141498121352626,5
2019,183,0.0054227622778266,0
2019,184,0.0035574386441761,2
2019,185,0.0040104458123484,2
2019,187,0.0,4
2020,148,0.0,1
2020,151,0.0,1
2020,152,0.0,1
2020,153,0.0035792029470864,1
2020,154,0.0,0
2020,155,0.0,0
2020,156,0.0028466175485599,1
2020,157,0.0,0
2020,158,0.0227310783657066,5
2020,159,0.0181681178834561,8
2020,160,0.0147982250502344,2
2020,161,0.0211193904889484,8
2020,162,0.0352687541862023,11
2020,163,0.0149028801071668,5
2020,164,0.0170797052913597,7
2020,165,0.0030559276624246,0
2020,166,0.0207844943067649,4
2020,167,0.0199472538513061,4
2020,168,0.0242799732083054,6
2020,169,0.0238404219691895,6
2020,170,0.0383246818486269,10
2020,171,0.0027210314802411,0
2020,172,0.0388060951105157,3
2020,173,0.0454202947086403,3
2020,174,0.0134795713328868,7
2020,175,0.0310406898861353,0
2020,176,0.0125795378432686,11
2020,177,0.057204454119223,15
2020,178,0.0672932016075017,9
2020,179,0.0243009042196919,7
2020,180,0.0173518084393838,1
2020,181,0.0318569993302076,9
2020,182,0.0276289350301407,4
2020,183,0.0172680843938379,1
2020,184,0.0233171466845278,4
2020,185,0.0386595780308104,13
2020,186,0.0280684862692565,16
2020,187,0.0170587742799732,3
2020,188,0.0282987273945077,5
2020,189,0.0104655056932351,7
2020,190,0.0375083724045546,4
2020,191,0.016514567983925,6
2020,192,0.0104655056932351,1
2020,193,0.0302034494306765,6
2020,194,0.0241334561286001,10
2020,195,0.0053374079035499,7
2020,196,0.0185658070997991,7
2020,197,0.0105701607501674,4
2020,198,0.0143377427997321,3
2020,199,0.0116795043536504,3
2020,200,0.0036419959812458,1
2020,201,0.0034954789015405,1
2020,206,0.0,1
2020,210,0.0,1
2020,211,0.0,1
2020,214,0.0,2
2021,152,0.0,0
2021,153,0.0033504748562522,1
2021,154,0.0,0
2021,155,0.0089921809598113,3
2021,156,0.0032536622683379,1
2021,157,0.0051766260243626,0
2021,158,0.0059378387254148,1
2021,159,0.0085422871689151,5
2021,160,0.037179830331194,3
2021,161,0.0463314673181584,12
2021,162,0.0220865580467396,6
2021,163,0.0249586648215326,5
2021,164,0.0211412116000463,8
2021,165,0.0233982736986775,6
2021,166,0.0148028345207112,4
2021,167,0.0211848721789097,6
2021,168,0.0104804372132402,1
2021,169,0.0365382096505066,8
2021,170,0.0276504344227597,10
2021,171,0.0306914886548935,9
2021,172,0.0208507738363032,6
2021,173,0.0202414240182539,3
2021,174,0.0485296825496259,14
2021,175,0.0278269750242506,4
2021,176,0.0363768553373159,8
2021,177,0.0124926204130291,4
2021,178,0.0384440888321934,9
2021,179,0.0810985760956432,20
2021,180,0.0354239157464725,9
2021,181,0.0414471773435765,3
2021,182,0.046517499349837,11
2021,183,0.0052013037428505,4
2021,184,0.0188006249157636,8
2021,185,0.0156039112285517,5
2021,186,0.0126558730122572,4
2021,187,0.0125040101292543,4
2021,188,0.0169365080269025,5
2021,189,0.0204350491940827,8
2021,190,0.0194384490243759,3
2021,191,0.0205489463563349,3
2021,192,0.0305035583371774,11
2021,193,0.0151730002980309,6
2021,194,0.0094420747507075,4
2021,195,0.0131551222401294,5
2021,196,0.0099660016970677,2
2021,197,0.0119933711851569,5
2021,198,0.0066952548543919,2
2021,204,0.0,1
2021,208,0.0,1
2022,152,0.004602419,1
2022,157,0.005439222,1
2022,158,0.014942918,3
2022,161,0.012432508,3
2022,162,0.035703612,5
2022,163,0.02488494,7
2022,164,0.017333785,2
2022,165,0.011117531,4
2022,166,0.023410572,7
2022,167,0.01085852,3
2022,168,0.010738977,3
2022,169,0.013349007,5
2022,170,0.046641828,18
2022,171,0.061823833,22
2022,172,0.090753322,20
2022,173,0.005259907,2
2022,174,0.044410352,0
2022,175,0.057221414,2
2022,176,0.041760475,13
2022,177,0.045008069,16
2022,178,0.059771672,24
2022,179,0.049112391,17
2022,180,0.051343866,19
2022,181,0.018150664,5
2022,182,0.031220737,10
2022,183,0.011516009,6
2022,184,0.009563468,1
2022,185,0.025901058,10
2022,186,0.00537945,0
2022,187,0.022015899,5
2022,188,0.00537945,1
2022,189,0.019565261,8
2022,190,0.012830986,3
2022,191,0.018250284,5
2022,192,0.010619434,3
2022,193,0.013129844,3
2022,194,0.002709649,1
2022,195,0.0,0
2022,196,0.0,0
2022,197,0.0,0
2022,198,0.005598613,2
2022,199,0.007092905,1
2022,200,0.0,0
2022,201,0.000836803,0
2022,202,0.00332729,1
2022,203,0.005538842,1
