"fish_id","top_mgmt_unit","pct_in_top_unit","total_assignment","n_units_assigned","year","watershed"
71,"Aniak",34.5132342195694,1628.34678450947,10,2017,"Kusko"
72,"Swift",29.1210936098419,1688.81744748972,10,2017,"Kusko"
73,"Big River",27.0349453811823,2616.16243640017,11,2017,"Kusko"
74,"Middle Kusko Main",22.7374975940309,1987.63908947247,11,2017,"Kusko"
75,"Big River",24.2977378306724,2117.59316771775,13,2017,"Kusko"
76,"Big River",26.9926893630546,2141.24332298443,13,2017,"Kusko"
77,"Big River",26.5551205752918,2187.89242780132,13,2017,"Kusko"
78,"Big River",23.9077724855694,2068.23461841004,13,2017,"Kusko"
79,"Big River",25.7613029867007,1911.33172182273,11,2017,"Kusko"
80,"Big River",24.3189941562379,2118.4863144308,13,2017,"Kusko"
81,"Holitna",19.8397432128669,2324.57111273995,12,2017,"Kusko"
82,"Big River",21.6161936791076,1959.20780848223,14,2017,"Kusko"
83,"Aniak",27.2660094503849,1444.31439418935,10,2017,"Kusko"
84,"Big River",25.2990280505919,1710.57158401618,11,2017,"Kusko"
85,"Aniak",33.9462942641037,1179.73796692589,10,2017,"Kusko"
86,"Swift",29.1396759413007,891.10758375248,9,2017,"Kusko"
87,"Stony",20.6277348021864,1523.88253147123,14,2017,"Kusko"
88,"Swift",26.5531684339978,1341.71027182287,10,2017,"Kusko"
89,"Holitna",24.6762494443541,2440.44482401358,12,2017,"Kusko"
90,"Hoholitna",24.0538435343502,2418.72820224904,14,2017,"Kusko"
91,"Kisaralik",24.2734325292951,1697.87994365715,11,2017,"Kusko"
92,"Big River",25.1481827123184,1927.8612050467,13,2017,"Kusko"
93,"Kisaralik",29.4583795955736,1343.77567622189,13,2017,"Kusko"
94,"Stony",19.9048627293637,1552.91584060029,14,2017,"Kusko"
95,"Kisaralik",29.4478367563482,1406.83187550716,12,2017,"Kusko"
96,"Holitna",25.1749740800777,2465.85107054187,12,2017,"Kusko"
97,"Stony",21.1789865148812,1508.92412306737,14,2017,"Kusko"
98,"Kisaralik",23.612762108048,1730.13163390509,11,2017,"Kusko"
99,"Middle Kusko Main",23.2394449518926,1704.94138895304,10,2017,"Kusko"
100,"Big River",20.2026515851048,1672.86568552828,14,2017,"Kusko"
101,"Stony",21.145426377525,1521.48830086705,12,2017,"Kusko"
102,"Big River",20.1996169588664,1672.77012838786,14,2017,"Kusko"
103,"Holitna",21.7509981376014,2296.42651651465,12,2017,"Kusko"
104,"Big River",25.4429081757737,1714.73698400062,11,2017,"Kusko"
105,"Aniak",23.8818192433018,1630.02528297151,10,2017,"Kusko"
106,"Aniak",36.0510067351404,1318.41873977265,10,2017,"Kusko"
107,"Aniak",36.1610240877046,1325.76211879608,10,2017,"Kusko"
108,"Kisaralik",24.4467495556507,1723.27584150356,14,2017,"Kusko"
109,"Hoholitna",24.0846271507747,2956.34285552426,14,2017,"Kusko"
110,"Kwethluk",54.7491793232376,910.863330971176,8,2017,"Kusko"
111,"Big River",24.1471986916867,2202.80363946286,13,2017,"Kusko"
112,"Swift",27.885915450167,1196.40328236857,9,2017,"Kusko"
113,"Aniak",31.3583059766961,1278.78393454978,10,2017,"Kusko"
114,"Kisaralik",20.1592578459381,2105.57576204091,15,2017,"Kusko"
115,"Stony",20.1624092529449,2013.97614532442,14,2017,"Kusko"
116,"Kisaralik",28.4279027995409,1758.63183467401,14,2017,"Kusko"
117,"Holitna",25.6648060465944,3264.98904266795,13,2017,"Kusko"
118,"Aniak",27.3184009558441,1897.00100670176,10,2017,"Kusko"
119,"Hoholitna",21.5522604105024,2222.79431899419,15,2017,"Kusko"
120,"Kwethluk",34.9350229721514,1226.79672639558,10,2017,"Kusko"
121,"Holitna",22.3114042297793,2767.94666129853,12,2017,"Kusko"
122,"Swift",28.3882999536295,549.733104288182,7,2017,"Kusko"
123,"Aniak",23.2335906164311,1947.39221813661,10,2017,"Kusko"
124,"Aniak",24.46705356717,1883.0741719764,10,2017,"Kusko"
125,"Kisaralik",26.6963061780718,1649.61011525098,14,2017,"Kusko"
126,"Holitna",21.5858375886772,2665.97056933073,12,2017,"Kusko"
127,"Takotna and Nixon Fork",19.9844646985078,1953.07265510774,13,2017,"Kusko"
128,"Aniak",33.1467041583467,1448.19261673114,10,2017,"Kusko"
129,"Aniak",33.6531640652657,1261.92924639061,10,2017,"Kusko"
130,"Big River",26.8101141928433,2214.11222963765,13,2017,"Kusko"
131,"Aniak",36.1198920809451,1268.15688992313,10,2017,"Kusko"
132,"Big River",25.5026078007781,2061.94803830665,11,2017,"Kusko"
133,"Big River",25.0464436589687,2308.42504649169,13,2017,"Kusko"
134,"Swift",32.0456053235085,700.462067805183,7,2017,"Kusko"
135,"Swift",27.6226633606335,421.090182571287,7,2017,"Kusko"
136,"Kisaralik",26.691950550372,1649.49160778197,14,2017,"Kusko"
137,"Big River",24.4781925011728,2179.33900569692,13,2017,"Kusko"
138,"Aniak",27.4626903905004,1485.55802001305,10,2017,"Kusko"
139,"Big River",24.7863166264616,2013.60302259002,13,2017,"Kusko"
140,"Aniak",36.3207513844832,1094.76849405155,10,2017,"Kusko"
141,"Holitna",23.5760048560381,2457.70259362405,12,2017,"Kusko"
142,"Middle Kusko Main",22.8122943585968,1786.22109229281,11,2017,"Kusko"
143,"Aniak",24.9337789744583,1585.19082073703,10,2017,"Kusko"
144,"Takotna and Nixon Fork",18.4457811749354,1604.97857753178,13,2017,"Kusko"
145,"Hoholitna",22.7452454782883,2042.62222503787,15,2017,"Kusko"
146,"Big River",25.9685470529179,1956.71603049424,13,2017,"Kusko"
147,"Big River",23.9678123224301,1826.38208520951,13,2017,"Kusko"
148,"Middle Kusko Main",21.3315392575715,1789.15109237298,10,2017,"Kusko"
149,"Holitna",24.7027276132497,2528.06353008571,12,2017,"Kusko"
150,"Stony",19.2553088779399,1587.05223281001,13,2017,"Kusko"
151,"Holitna",25.559903245287,2552.14667331263,12,2017,"Kusko"
152,"Aniak",35.4106300955928,1069.22579278016,10,2017,"Kusko"
153,"Big River",24.486788558382,1868.10950399433,13,2017,"Kusko"
154,"Aniak",36.2193258978542,1013.20613367704,10,2017,"Kusko"
155,"Swift",31.1591381777457,683.060599006494,7,2017,"Kusko"
156,"Takotna and Nixon Fork",19.87068132614,1595.59095161433,13,2017,"Kusko"
157,"Holitna",24.720179056286,2429.97489343572,13,2017,"Kusko"
158,"Kwethluk",47.3545106912558,818.422344519651,9,2017,"Kusko"
159,"Kisaralik",29.8090371863356,1541.1141047998,12,2017,"Kusko"
160,"Aniak",36.3665838906533,1006.01492993239,10,2017,"Kusko"
161,"Big River",24.4646146958899,1803.94460341921,13,2017,"Kusko"
162,"Kisaralik",26.6876793669239,1332.71915663761,14,2017,"Kusko"
163,"Holitna",25.2698877468097,3229.37181368306,13,2017,"Kusko"
164,"Stony",21.141870793329,1945.24085318396,14,2017,"Kusko"
165,"Stony",21.1158061957801,1941.26260263503,12,2017,"Kusko"
166,"Holitna",25.239855973013,3232.92220475446,13,2017,"Kusko"
167,"Middle Kusko Main",22.2848808663511,2213.3701927336,10,2017,"Kusko"
168,"N. Fork Kusko",54.0017673210233,208.474046359808,3,2017,"Kusko"
169,"Swift",28.5661072825538,421.548535662784,7,2017,"Kusko"
170,"Hoholitna",24.561958084136,2713.36122727737,15,2017,"Kusko"
171,"Kwethluk",51.4202847618859,1011.23673398868,9,2017,"Kusko"
172,"Holitna",22.600668012879,2398.7547348393,12,2017,"Kusko"
173,"Aniak",25.9232645494089,1559.28916728619,10,2017,"Kusko"
174,"Kwethluk",50.8841340576537,819.218160853033,9,2017,"Kusko"
175,"Aniak",29.8309239547144,1318.7856478121,10,2017,"Kusko"
176,"Kisaralik",19.0940207420363,1690.08626117241,16,2017,"Kusko"
177,"Holitna",22.2141317387546,2378.17217298623,12,2017,"Kusko"
178,"Aniak",21.3565870692171,1708.66253304728,10,2017,"Kusko"
179,"Big River",24.3543791198365,1864.70446129503,13,2017,"Kusko"
180,"Middle Kusko Main",23.1464393633478,1743.0643507107,11,2017,"Kusko"
181,"Kwethluk",66.089913969453,579.891252894894,6,2017,"Kusko"
182,"Aniak",23.351483426191,1455.55660454627,10,2017,"Kusko"
183,"Aniak",35.8864037387363,933.208712708826,10,2017,"Kusko"
184,"Kisaralik",29.6452905270797,1422.77941815298,11,2017,"Kusko"
185,"Aniak",20.2535872436625,1833.15183711152,10,2017,"Kusko"
186,"Middle Kusko Main",23.3391928999567,1845.31814718712,11,2017,"Kusko"
187,"Big River",25.9008794285826,1753.23008436544,11,2017,"Kusko"
188,"Kisaralik",30.3105088137951,1686.37550360739,12,2017,"Kusko"
189,"Holitna",25.1051696347953,2722.80733395207,13,2017,"Kusko"
190,"Big River",24.344811762698,1982.97992944559,13,2017,"Kusko"
191,"Takotna and Nixon Fork",19.4949584378615,1876.04494550249,13,2017,"Kusko"
192,"Kwethluk",56.3618191868511,1103.11887536128,8,2017,"Kusko"
193,"Takotna and Nixon Fork",18.7469217835966,2471.86993681728,13,2017,"Kusko"
194,"Aniak",36.4749628719618,1652.65236751703,10,2017,"Kusko"
195,"Swift",27.9884693876753,1934.0061724217,10,2017,"Kusko"
196,"Aniak",36.3756461707275,1641.79950313184,10,2017,"Kusko"
197,"Big River",26.8638633664004,2836.42703117893,11,2017,"Kusko"
198,"Swift",27.0511897580076,673.345294680169,7,2017,"Kusko"
199,"Kisaralik",26.5048470587755,1331.55713234407,14,2017,"Kusko"
200,"Kisaralik",23.5367820973625,1402.08827887337,14,2017,"Kusko"
201,"Holitna",25.5172237130564,2411.72471562645,13,2017,"Kusko"
202,"Aniak",36.307859655925,1013.20682352197,10,2017,"Kusko"
203,"Stony",20.7061529132581,1471.75049827838,12,2017,"Kusko"
204,"Big River",27.0216454071264,2742.10402042863,11,2017,"Kusko"
205,"Aniak",28.9305443832878,1963.53829273495,10,2017,"Kusko"
206,"Aniak",33.7548311857106,1768.81219024213,10,2017,"Kusko"
207,"Stony",19.1358657541237,1481.78764064495,14,2017,"Kusko"
208,"Takotna and Nixon Fork",18.259754356213,1411.83262393619,13,2017,"Kusko"
209,"Kwethluk",37.1174971329629,928.175686157765,10,2017,"Kusko"
210,"Aniak",26.7765008132143,1381.0230727195,10,2017,"Kusko"
211,"Takotna and Nixon Fork",18.7366405953223,1456.27627254839,13,2017,"Kusko"
212,"Takotna and Nixon Fork",19.3856569472495,1591.13603382561,13,2017,"Kusko"
213,"Holitna",25.6952093543956,2271.64532721774,13,2017,"Kusko"
214,"Aniak",27.9325752736084,1735.58567475269,10,2017,"Kusko"
215,"Hoholitna",23.9799892042393,2441.22989753983,15,2017,"Kusko"
216,"Swift",29.1008677396078,579.141219194625,7,2017,"Kusko"
217,"Aniak",27.4630272856845,1762.65752506446,10,2017,"Kusko"
218,"Holitna",25.3891155447839,2682.11884499892,13,2017,"Kusko"
219,"Kisaralik",29.4331821976333,1433.71395374878,13,2017,"Kusko"
220,"Big River",26.7412967693087,2001.98954191862,13,2017,"Kusko"
221,"Aniak",35.9736844037547,1129.74951855797,10,2017,"Kusko"
222,"Aniak",24.9963866304064,1689.28507603832,10,2017,"Kusko"
223,"Takotna and Nixon Fork",18.4408985139583,1666.67633087618,13,2017,"Kusko"
224,"Kwethluk",45.2233388172235,815.699320372255,9,2017,"Kusko"
225,"Kwethluk",46.3405413356154,736.722923503067,9,2017,"Kusko"
226,"Kwethluk",55.1873752661988,637.111385916499,8,2017,"Kusko"
227,"Stony",18.7585466715174,1316.01476248599,13,2017,"Kusko"
228,"Aniak",25.511119377734,1320.68315172894,10,2017,"Kusko"
229,"Kisaralik",29.3041261471956,1219.66533290354,12,2017,"Kusko"
230,"Holitna",22.5331844257426,2010.47576676936,12,2017,"Kusko"
231,"E. Fork Kuskokwim",43.7554903367951,161.913051363427,5,2017,"Kusko"
232,"Kwethluk",56.2295015511088,624.8113906404,8,2017,"Kusko"
233,"Aniak",31.6139026902534,1088.02285123694,10,2017,"Kusko"
234,"Kisaralik",24.9926782976682,1966.25041996043,11,2017,"Kusko"
235,"Aniak",32.1253716592467,1263.63291196793,10,2017,"Kusko"
236,"Aniak",32.357382189695,1462.04759246223,10,2017,"Kusko"
237,"Hoholitna",24.6514614486139,2636.27396700882,14,2017,"Kusko"
238,"Aniak",35.6578856538639,1237.3266535528,10,2017,"Kusko"
239,"Kisaralik",24.4418777471713,1557.04361700095,14,2017,"Kusko"
240,"Aniak",28.2563563879614,1517.45844815781,10,2017,"Kusko"
241,"Aniak",25.2193319960584,2016.64737794786,10,2017,"Kusko"
242,"Swift",29.1091613147688,1543.41530697459,10,2017,"Kusko"
243,"Aniak",25.0037334295565,2069.97295288256,10,2017,"Kusko"
244,"Aniak",33.6446299840724,1566.30223447478,10,2017,"Kusko"
245,"Takotna and Nixon Fork",19.55619363545,2265.4911192087,13,2017,"Kusko"
246,"Aniak",24.8946082836134,1677.6490504044,10,2017,"Kusko"
247,"Kisaralik",26.4653951148698,1506.0982633516,14,2017,"Kusko"
248,"Swift",30.5443652644322,860.406048042988,8,2017,"Kusko"
249,"Takotna and Nixon Fork",19.9840213075267,1792.41071381992,13,2017,"Kusko"
250,"Aniak",32.0936714812895,1663.27770783539,10,2017,"Kusko"
251,"Holitna",25.6955179831267,3316.23251428536,13,2017,"Kusko"
252,"Kisaralik",25.3738518426635,1859.55227292387,14,2017,"Kusko"
253,"Swift",28.0240059248057,481.284811251695,7,2017,"Kusko"
254,"Aniak",29.1431090433809,1748.11451273205,10,2017,"Kusko"
255,"Kwethluk",44.968650389067,1156.4637143157,9,2017,"Kusko"
256,"Takotna and Nixon Fork",19.7569064654887,2196.76837679594,13,2017,"Kusko"
1,"Aniak",34.0050810380261,397.145598025374,10,2018,"Kusko"
2,"Aniak",26.6551663659385,514.263884312699,10,2018,"Kusko"
3,"Holitna",24.627005737947,2031.4776675459,13,2018,"Kusko"
4,"Swift",30.3162882614578,336.904054301578,8,2018,"Kusko"
5,"Swift",28.397994042114,123.26309979295,7,2018,"Kusko"
6,"Swift",33.2201599795861,187.34281892809,7,2018,"Kusko"
7,"Big River",25.148329554805,596.349453827047,13,2018,"Kusko"
8,NA,0,0,0,2018,"Kusko"
9,"Big River",26.0432547614258,3639.129910472,13,2018,"Kusko"
10,"Big River",22.6363189202935,3273.16633700518,14,2018,"Kusko"
11,"E. Fork Kuskokwim",40.3873680125208,249.926073455104,5,2018,"Kusko"
12,"Big River",26.95984274243,2216.82236650426,11,2018,"Kusko"
13,"Kisaralik",29.3076268631944,1740.40709005271,12,2018,"Kusko"
14,"Aniak",27.1708405076394,1996.73868815641,10,2018,"Kusko"
15,"Swift",26.777609826671,2053.23925830292,10,2018,"Kusko"
16,"Swift",26.3547963626756,1888.07114428491,10,2018,"Kusko"
17,"Aniak",35.6811677779224,1145.37241635039,10,2018,"Kusko"
18,"Kisaralik",23.5686051028511,1586.19285930395,14,2018,"Kusko"
19,"N. Fork Kusko",62.2467748440536,279.608308972856,2,2018,"Kusko"
20,"Big River",24.4593718980695,2009.1178616315,13,2018,"Kusko"
21,"Big River",26.9844135057011,1969.41345231555,11,2018,"Kusko"
22,"Kisaralik",28.3072861750235,1547.04551139835,13,2018,"Kusko"
23,"Middle Kusko Main",22.9602331656189,2006.75140649812,11,2018,"Kusko"
24,"Aniak",31.6252218787034,1451.33313880838,10,2018,"Kusko"
25,"Big River",24.5014727517114,2229.82707206822,13,2018,"Kusko"
26,"N. Fork Kusko",100,60.4896932199024,1,2018,"Kusko"
27,"Hoholitna",18.4724007699915,1942.08857472354,16,2018,"Kusko"
28,"Big River",26.8442432062318,2136.29454432962,13,2018,"Kusko"
29,"Aniak",36.0838944329211,1301.09042649754,10,2018,"Kusko"
30,"Big River",20.3274411392837,2074.30975728911,14,2018,"Kusko"
31,"Big River",21.0142384633483,2086.66590689381,14,2018,"Kusko"
32,"Swift",26.5777992324784,1677.84504824132,10,2018,"Kusko"
33,"Big River",25.5245444757371,2378.54346123587,13,2018,"Kusko"
34,"Swift",26.9203575520976,1632.09881449799,10,2018,"Kusko"
35,"Aniak",24.3147779622752,1995.47261958596,10,2018,"Kusko"
36,"Big River",20.626801255314,2074.50642601194,14,2018,"Kusko"
37,"Aniak",29.8176899820665,1594.40793199421,10,2018,"Kusko"
38,"Kwethluk",50.9727679722209,807.906299579579,9,2018,"Kusko"
39,"Hoholitna",24.6228319687083,2232.54425738667,14,2018,"Kusko"
40,"Swift",26.5717068138772,1385.77474436348,10,2018,"Kusko"
41,"Stony",18.2166458701584,1572.16289131703,13,2018,"Kusko"
42,"Big River",19.0464129145548,1660.18665105147,14,2018,"Kusko"
43,"Stony",21.14436172088,1541.32697042933,12,2018,"Kusko"
44,"Kwethluk",64.064887841059,608.34113479224,7,2018,"Kusko"
45,"Big River",24.3654669606331,1836.90302309174,13,2018,"Kusko"
46,"N. Fork Kusko",66.6349845061776,163.063124010113,2,2018,"Kusko"
47,"Aniak",28.1416989120706,1394.17224603821,10,2018,"Kusko"
48,"Big River",21.8992561841672,2167.29093970377,14,2018,"Kusko"
49,"Big River",26.6351215888063,2403.39221037817,13,2018,"Kusko"
50,"Kwethluk",57.8033933117296,889.359797053982,8,2018,"Kusko"
51,"N. Fork Kusko",69.8965693273077,185.291717209761,2,2018,"Kusko"
52,"Aniak",36.0326084358447,1338.46696953817,10,2018,"Kusko"
53,"Big River",25.5019621390869,2211.63408359609,11,2018,"Kusko"
54,"Takotna and Nixon Fork",18.7872568711447,2048.86032149118,13,2018,"Kusko"
55,"Big River",22.4423466074685,2162.12892835815,14,2018,"Kusko"
56,"Holitna",24.9112623762665,3129.77619856579,12,2018,"Kusko"
57,"Swift",27.3948516365277,473.645271792844,7,2018,"Kusko"
58,"Big River",26.9627519043018,2353.03500511979,11,2018,"Kusko"
59,"Stony",19.0947621236183,2072.15844010351,14,2018,"Kusko"
60,"Stony",21.1433716558386,1847.27653087091,12,2018,"Kusko"
61,"Stony",19.0933853244816,1929.09675109225,14,2018,"Kusko"
62,"Big River",20.7503272087651,2043.074838641,14,2018,"Kusko"
63,"Kwethluk",31.3363116470209,1285.21974409497,10,2018,"Kusko"
64,"Kisaralik",24.2500349659878,1720.18797883499,14,2018,"Kusko"
65,"Kisaralik",29.7105965350482,1926.89890463379,11,2018,"Kusko"
66,"Big River",24.0573789957674,1805.38087249173,13,2018,"Kusko"
67,"Big River",24.180722908176,1847.61259854284,13,2018,"Kusko"
68,"Kwethluk",58.7071609846003,697.711117457125,8,2018,"Kusko"
69,"Kisaralik",29.6886336848823,1584.24874373562,12,2018,"Kusko"
70,"Holitna",21.7218891182567,2365.33431443034,12,2018,"Kusko"
71,"Kisaralik",26.509949839884,1842.77067352871,14,2018,"Kusko"
72,"Holitna",20.1966470208713,2548.47471245548,11,2018,"Kusko"
73,"E. Fork Kuskokwim",50.6436450299788,208.451983788971,3,2018,"Kusko"
74,"Kwethluk",46.1137915500994,1150.60777429341,9,2018,"Kusko"
75,"Kisaralik",30.4269504085417,2079.63892438964,12,2018,"Kusko"
76,"Holitna",25.057897222178,5704.39367476294,12,2018,"Kusko"
77,"Big River",25.0487491630285,4467.49991375097,13,2018,"Kusko"
78,"Hoholitna",22.5681188211102,2143.5148935048,15,2018,"Kusko"
79,"N. Fork Kusko",100,4.54761390628374,1,2018,"Kusko"
80,"Takotna and Nixon Fork",19.3516769175457,1804.80394021128,13,2018,"Kusko"
81,"Aniak",22.8828285826811,1777.41872590331,10,2018,"Kusko"
82,"Kwethluk",64.0378556594054,655.38990008168,7,2018,"Kusko"
83,"Kwethluk",65.386800635553,629.701434717998,6,2018,"Kusko"
84,"Big River",24.8387575015012,2560.4546887945,13,2018,"Kusko"
85,"Takotna and Nixon Fork",19.3822814241255,2308.61098104917,13,2018,"Kusko"
86,"Kisaralik",24.4199494488008,1854.51656829527,14,2018,"Kusko"
87,"Kwethluk",52.3012782574593,135.769173267307,3,2018,"Kusko"
88,"Aniak",31.7016292509779,1302.99052383711,10,2018,"Kusko"
89,"Swift",28.5158802863556,1266.35948484695,10,2018,"Kusko"
90,"Takotna and Nixon Fork",19.1510444509515,1699.17015860071,13,2018,"Kusko"
91,"Big River",26.8951904084517,1871.89811081366,11,2018,"Kusko"
92,"Aniak",31.0160121935859,1318.71628873463,10,2018,"Kusko"
93,"Kisaralik",24.5600143009547,1973.25387449613,11,2018,"Kusko"
94,"Swift",26.5529667088225,1708.9957206696,10,2018,"Kusko"
95,"Middle Kusko Main",22.0713882447414,2031.43444749055,10,2018,"Kusko"
96,"N. Fork Kusko",53.5897227730068,189.872783214387,3,2018,"Kusko"
97,"Holitna",23.5993223820488,2768.04959497672,12,2018,"Kusko"
98,"Big River",25.8891095407197,2224.63920072447,13,2018,"Kusko"
99,"Big River",21.2146532642252,1963.15273155284,14,2018,"Kusko"
100,"Aniak",25.6368796461356,1788.61221012923,10,2018,"Kusko"
101,"Holitna",24.673958011714,2869.3748675432,12,2018,"Kusko"
102,"Aniak",35.4155940376684,1289.20776253087,10,2018,"Kusko"
103,"Big River",24.5331297250929,2224.98353672814,13,2018,"Kusko"
104,"Holitna",24.9408771439927,2871.71949672541,12,2018,"Kusko"
105,"Kisaralik",25.4979884717268,1930.06250501819,11,2018,"Kusko"
106,"Holitna",25.3589235877541,2933.40275893116,13,2018,"Kusko"
107,"Big River",24.4015029720598,1988.75629722814,13,2018,"Kusko"
108,"Aniak",34.9623820879454,1155.55273981162,10,2018,"Kusko"
109,"Kisaralik",25.3290245104171,1692.57301325388,11,2018,"Kusko"
110,"Holitna",21.5014558172708,2315.85152421939,12,2018,"Kusko"
111,"Holitna",21.1352408181671,2261.89862552145,12,2018,"Kusko"
112,"Aniak",37.0608317094737,1056.76892655559,10,2018,"Kusko"
113,"Kisaralik",29.1575392601158,1672.03734223929,11,2018,"Kusko"
114,"Kwethluk",36.4270185526265,1051.02305853424,10,2018,"Kusko"
115,"Big River",24.2704759583247,1883.24239780576,13,2018,"Kusko"
116,"Big River",26.8761940821363,1909.63986555243,13,2018,"Kusko"
117,"Kisaralik",26.1710596463847,1699.66684715844,11,2018,"Kusko"
118,"Kisaralik",26.9187757348285,1427.03186096476,14,2018,"Kusko"
119,"Aniak",28.9814671209993,1356.02422990666,10,2018,"Kusko"
120,"Kwethluk",50.8735458789495,822.971801519856,9,2018,"Kusko"
121,"Holitna",24.4977231801102,3052.59620744807,13,2018,"Kusko"
122,"Aniak",25.0897047817694,1914.73935512289,10,2018,"Kusko"
123,"Kisaralik",29.7151539620357,1658.10305341717,13,2018,"Kusko"
124,"Kwethluk",49.6936877591912,1014.82023310398,9,2018,"Kusko"
