year,doy,interval_number,mgmt_river,cumulative_production,cumulative_percent,overall_percent,fish_count
2017,182,9,Holokuk,3264.720082027755,64.26564864699394,4.284376576466262,181
2017,185,10,Holokuk,3686.109231781025,72.56064679730365,4.837376453153576,198
2017,188,11,Holokuk,3931.845923965767,77.39794602137992,5.159863068091995,213
2017,191,12,Holokuk,4208.3857347288895,82.84160117982482,5.522773411988322,224
2017,194,13,Holokuk,4581.874510942785,90.19368584946967,6.012912389964645,240
2017,197,14,Holokuk,4920.376440795709,96.85705837258833,6.457137224839221,249
2017,200,15,Holokuk,5080.039104499825,100,6.666666666666667,256
2017,158,1,Kisaralik,439.7436522318437,1.5273706826755953,0.10182471217837301,1
2017,161,2,Kisaralik,527.1673020898455,1.831021045990468,0.12206806973269788,4
2017,164,3,Kisaralik,2006.5472659821442,6.969381938566767,0.4646254625711177,12
2017,167,4,Kisaralik,2755.184619803231,9.569639475836029,0.6379759650557352,26
2017,170,5,Kisaralik,5502.85498098985,19.113179522482334,1.2742119681654889,48
2017,173,6,Kisaralik,7760.035573615644,26.953091355623087,1.7968727570415393,73
2017,176,7,Kisaralik,11495.127730948037,39.92626386021058,2.6617509240140382,113
2017,179,8,Kisaralik,16115.235321214232,55.97337869260196,3.7315585795067974,151
2017,182,9,Kisaralik,19327.904849229937,67.13200992084622,4.475467328056414,181
2017,185,10,Kisaralik,21515.45961925738,74.73008895059307,4.982005930039539,198
2017,188,11,Kisaralik,22860.681619723146,79.40247622616509,5.293498415077672,213
2017,191,12,Kisaralik,24255.4887010751,84.24708838425508,5.616472558950338,224
2017,194,13,Kisaralik,26646.67916738861,92.55245947126078,6.170163964750718,240
2017,197,14,Kisaralik,27880.418777212377,96.83763266372554,6.455842177581703,249
2017,200,15,Kisaralik,28790.892559330518,100,6.666666666666667,256
2017,158,1,Kwethluk,278.7858719878425,1.2714950531419722,0.08476633687613148,1
2017,161,2,Kwethluk,278.7858719878425,1.2714950531419722,0.08476633687613148,4
2017,164,3,Kwethluk,672.4625647778089,3.0669876433890235,0.20446584289260158,12
2017,167,4,Kwethluk,1403.764733616909,6.40233273602507,0.42682218240167125,26
2017,170,5,Kwethluk,3921.830349727707,17.886802704113673,1.1924535136075785,48
2017,173,6,Kwethluk,5573.12726664606,25.418087722824517,1.6945391815216344,73
2017,176,7,Kwethluk,8068.899279432071,36.80088034929586,2.45339202328639,113
2017,179,8,Kwethluk,10635.776967236756,48.50797389314118,3.233864926209412,151
2017,182,9,Kwethluk,13819.758021463596,63.02957117093916,4.201971411395943,181
2017,185,10,Kwethluk,15752.228330139313,71.84324031530693,4.789549354353796,198
2017,188,11,Kwethluk,16812.99070109156,76.68119748152857,5.112079832101905,213
2017,191,12,Kwethluk,17911.152341178775,81.68972636774868,5.445981757849912,224
2017,194,13,Kwethluk,20357.437846325498,92.84681943056576,6.189787962037718,240
2017,197,14,Kwethluk,21029.739415932894,95.91307280230285,6.394204853486858,249
2017,200,15,Kwethluk,21925.832216093877,100,6.666666666666667,256
2017,158,1,Lower Kusko,15.438015968116252,1.3892468313358997,0.0926164554223933,1
2017,161,2,Lower Kusko,16.378054496466593,1.4738396669400025,0.09825597779600016,4
2017,164,3,Lower Kusko,69.77296031587028,6.278777287958453,0.4185851525305635,12
2017,167,4,Lower Kusko,122.91089612973978,11.060590514840117,0.737372700989341,26
2017,170,5,Lower Kusko,207.5938576843736,18.681099280402037,1.2454066186934694,48
2017,173,6,Lower Kusko,316.45736829838216,28.47758397642529,1.8985055984283528,73
2017,176,7,Lower Kusko,480.4488726043303,43.234964600565505,2.882330973371033,113
2017,179,8,Lower Kusko,651.3007048484299,58.60969714801539,3.907313143201026,151
2017,182,9,Lower Kusko,769.5396647829155,69.249866245436,4.616657749695733,181
2017,185,10,Lower Kusko,843.3751346691964,75.89422344726557,5.059614896484371,198
2017,188,11,Lower Kusko,923.5036681955572,83.10488520140497,5.540325680093664,213
2017,191,12,Lower Kusko,970.9261957873941,87.37237633024965,5.824825088683309,224
2017,194,13,Lower Kusko,1021.023248211253,91.88054444478274,6.125369629652182,240
2017,197,14,Lower Kusko,1076.9095888959791,96.90968302525592,6.46064553501706,249
2017,200,15,Lower Kusko,1111.2507597567135,100,6.666666666666667,256
2017,158,1,Middle Kusko Main,554.9342304635759,1.7671587023104225,0.11781058015402816,1
2017,161,2,Middle Kusko Main,649.5064597027658,2.0683189636936863,0.1378879309129124,4
2017,164,3,Middle Kusko Main,1995.7505091700248,6.355361926356702,0.4236907950904469,12
2017,167,4,Middle Kusko Main,3172.2299179448314,10.101798370849707,0.6734532247233137,26
2017,170,5,Middle Kusko Main,5561.1611784142515,17.709223601463655,1.1806149067642435,48
2017,173,6,Middle Kusko Main,8500.214079125122,27.068482095399375,1.8045654730266247,73
2017,176,7,Middle Kusko Main,13431.175467950658,42.770867802874086,2.8513911868582724,113
2017,179,8,Middle Kusko Main,18250.905071149507,58.11904177289746,3.8746027848598303,151
2017,182,9,Middle Kusko Main,21723.071778567843,69.17597298393684,4.611731532262456,181
2017,185,10,Middle Kusko Main,24277.5575667965,77.3105978507892,5.154039856719279,198
2017,188,11,Middle Kusko Main,25918.622210992733,82.53648140211155,5.502432093474103,213
2017,191,12,Middle Kusko Main,27241.800509256656,86.75007270018675,5.783338180012451,224
2017,194,13,Middle Kusko Main,29117.569898892278,92.72336109808037,6.181557406538691,240
2017,197,14,Middle Kusko Main,30534.590822113405,97.23578927129707,6.482385951419804,249
2017,200,15,Middle Kusko Main,31402.62556713455,100,6.666666666666667,256
2017,158,1,N. Fork Kusko,0,0,0,1
2017,161,2,N. Fork Kusko,48.88335485909262,2.897605398534324,0.1931736932356216,4
2017,164,3,N. Fork Kusko,100.82291110401233,5.976369918820978,0.39842466125473186,12
2017,167,4,N. Fork Kusko,352.52042520327046,20.8959693970884,1.3930646264725601,26
2017,170,5,N. Fork Kusko,396.12979101032164,23.480954289254928,1.565396952616995,48
2017,173,6,N. Fork Kusko,613.5553451454927,36.369052114320674,2.4246034742880447,73
2017,176,7,N. Fork Kusko,885.8905701112828,52.511970707911274,3.5007980471940843,113
2017,179,8,N. Fork Kusko,1101.9521221288173,65.3192160646661,4.354614404311073,151
2017,182,9,N. Fork Kusko,1316.6070198711348,78.04308070760763,5.202872047173841,181
2017,185,10,N. Fork Kusko,1458.5424288497222,86.45643139691762,5.763762093127841,198
2017,188,11,N. Fork Kusko,1495.1129975731492,88.6241851786686,5.908279011911239,213
2017,191,12,N. Fork Kusko,1538.007020956909,91.16676749692209,6.077784499794805,224
2017,194,13,N. Fork Kusko,1584.184977375323,93.90400793790606,6.260267195860404,240
2017,197,14,N. Fork Kusko,1637.7025214267567,97.07630912318137,6.471753941545424,249
2017,200,15,N. Fork Kusko,1687.0259450724018,100,6.666666666666667,256
2017,158,1,Oskakawlik,124.2891304851431,1.9715881666328632,0.13143921110885753,1
2017,161,2,Oskakawlik,174.50821276917316,2.768209303041819,0.1845472868694546,4
2017,164,3,Oskakawlik,393.3206733849976,6.239213214470318,0.4159475476313545,12
2017,167,4,Oskakawlik,567.0510556500108,8.995083856748627,0.599672257116575,26
2017,170,5,Oskakawlik,1170.7535320793622,18.571566160946105,1.2381044107297403,48
2017,173,6,Oskakawlik,1860.304553254015,29.50985680897716,1.9673237872651437,73
2017,176,7,Oskakawlik,2607.45561559244,41.361852131848096,2.757456808789873,113
2017,179,8,Oskakawlik,3664.7344690287387,58.133378878632605,3.87555859190884,151
2017,182,9,Oskakawlik,4383.405146727341,69.53359222251756,4.635572814834503,181
2017,185,10,Oskakawlik,4762.376556289085,75.54518425528524,5.036345617019015,198
2017,188,11,Oskakawlik,5088.557684595113,80.71936843564679,5.381291229043119,213
2017,191,12,Oskakawlik,5415.257204554741,85.90177581980686,5.72678505465379,224
2017,194,13,Oskakawlik,5825.253563155443,92.4055140455428,6.160367603036186,240
2017,197,14,Oskakawlik,6098.328204662425,96.73727443119482,6.44915162874632,249
2017,200,15,Oskakawlik,6304.010776114962,100,6.666666666666667,256
2017,158,1,S. Fork Kusko,0,0,0,1
2017,161,2,S. Fork Kusko,148.9593372190528,2.2196627042660713,0.1479775136177381,4
2017,164,3,S. Fork Kusko,335.5220597183174,4.999658405569391,0.3333105603712927,12
2017,167,4,S. Fork Kusko,917.9948018599509,13.67916145734588,0.9119440971563921,26
2017,170,5,S. Fork Kusko,1326.3410120669553,19.763982121471045,1.3175988080980696,48
2017,173,6,S. Fork Kusko,2282.6014731862233,34.01334520764907,2.2675563471766043,73
2017,176,7,S. Fork Kusko,3665.12459892249,54.61450440500373,3.6409669603335812,113
2017,179,8,S. Fork Kusko,4697.364794734296,69.9960515256008,4.6664034350400545,151
2017,182,9,S. Fork Kusko,5230.555510620528,77.94119661290199,5.196079774193466,181
2017,185,10,S. Fork Kusko,5759.447694572243,85.82228870966043,5.721485913977361,198
2017,188,11,S. Fork Kusko,6095.396633280257,90.8283080952822,6.055220539685479,213
2017,191,12,S. Fork Kusko,6283.148629096308,93.62602531492556,6.241735020995036,224
2017,194,13,S. Fork Kusko,6366.746936812632,94.8717347094619,6.324782313964128,240
2017,197,14,S. Fork Kusko,6604.4767369245565,98.41417777380694,6.560945184920462,249
2017,200,15,S. Fork Kusko,6710.899675557058,100,6.666666666666667,256
2017,158,1,Stony,358.26541531912665,0.6959395735454322,0.046395971569695486,1
2017,161,2,Stony,881.9872237332131,1.7132823490948967,0.11421882327299311,4
2017,164,3,Stony,2755.2491941017624,5.352140807246398,0.35680938714975985,12
2017,167,4,Stony,5971.681573087545,11.600141542051297,0.7733427694700865,26
2017,170,5,Stony,10462.110309752448,20.32291222101024,1.3548608147340162,48
2017,173,6,Stony,15963.510604858002,31.00952056099777,2.0673013707331847,73
2017,176,7,Stony,24195.04389427686,46.99948085889693,3.1332987239264622,113
2017,179,8,Stony,32318.31158703078,62.779132514234206,4.185275500948947,151
2017,182,9,Stony,37930.64421882265,73.68122970629835,4.91208198041989,181
2017,185,10,Stony,40829.40671295746,79.31214870578006,5.287476580385337,198
2017,188,11,Stony,44078.271678953235,85.62315055598037,5.708210037065358,213
2017,191,12,Stony,46134.30095868513,89.61703910606268,5.974469273737512,224
2017,194,13,Stony,48422.54863520552,94.06201772825375,6.270801181883584,240
2017,197,14,Stony,50036.91689950062,97.19796865557964,6.479864577038643,249
2017,200,15,Stony,51479.3854147365,100,6.666666666666667,256
2017,158,1,Swift,0,0,0,1
2017,161,2,Swift,768.919114709505,2.47516377703035,0.16501091846869,4
2017,164,3,Swift,1497.3136233134182,4.81987815412755,0.32132521027517,12
2017,167,4,Swift,4599.822665827898,14.80690780788006,0.9871271871920041,26
2017,170,5,Swift,6236.38558882663,20.0750318385432,1.3383354559028802,48
2017,173,6,Swift,10815.668236666836,34.815820977332955,2.3210547318221972,73
2017,176,7,Swift,17874.5467336787,57.53847155009576,3.835898103339718,113
2017,179,8,Swift,22437.95517500026,72.2281613466889,4.815210756445928,151
2017,182,9,Swift,24704.79386173215,79.52515383710133,5.301676922473423,181
2017,185,10,Swift,27235.902264220385,87.67283506094878,5.844855670729919,198
2017,188,11,Swift,28679.868058103388,92.32098564001241,6.154732376000827,213
2017,191,12,Swift,29495.548421070594,94.94667467469606,6.329778311646403,224
2017,194,13,Swift,29762.871616511417,95.80719261144301,6.387146174096202,240
2017,197,14,Swift,30719.723320156678,98.88731460548044,6.592487640365363,249
2017,200,15,Swift,31065.383302919785,100,6.666666666666667,256
2017,158,1,Takotna and Nixon Fork,0,0,0,1
2017,161,2,Takotna and Nixon Fork,160.12639141256395,0.676526459429014,0.045101763961934264,4
2017,164,3,Takotna and Nixon Fork,1101.6027178696497,4.654219581440326,0.31028130542935506,12
2017,167,4,Takotna and Nixon Fork,2368.2280380645702,10.005651882732888,0.6670434588488592,26
2017,170,5,Takotna and Nixon Fork,4714.4981586858285,19.91853259880603,1.3279021732537355,48
2017,173,6,Takotna and Nixon Fork,7268.998953103542,30.711178100966652,2.0474118733977766,73
2017,176,7,Takotna and Nixon Fork,10962.901492609948,46.317742293682436,3.0878494862454957,113
2017,179,8,Takotna and Nixon Fork,14937.303287656745,63.10940262544932,4.207293508363287,151
2017,182,9,Takotna and Nixon Fork,17546.82398840759,74.13450463962717,4.942300309308477,181
2017,185,10,Takotna and Nixon Fork,18845.211482478844,79.62013062908548,5.308008708605699,198
2017,188,11,Takotna and Nixon Fork,20625.463999019932,87.1416136356065,5.8094409090404335,213
2017,191,12,Takotna and Nixon Fork,21324.027130185586,90.0930099522668,6.006200663484453,224
2017,194,13,Takotna and Nixon Fork,22017.620965051763,93.02341122618816,6.201560748412543,240
2017,197,14,Takotna and Nixon Fork,22864.504488882503,96.60145421380415,6.440096947586943,249
2017,200,15,Takotna and Nixon Fork,23668.90299423175,100,6.666666666666667,256
2017,158,1,Tatlawiksuk,0,0,0,1
2017,161,2,Tatlawiksuk,374.8412328336357,2.9143554016098765,0.1942903601073251,4
2017,164,3,Tatlawiksuk,572.3242374934671,4.449767226519667,0.2966511484346444,12
2017,167,4,Tatlawiksuk,1981.6039883065494,15.406785010057861,1.027119000670524,26
2017,170,5,Tatlawiksuk,2576.238888009948,20.030015541117095,1.3353343694078061,48
2017,173,6,Tatlawiksuk,4546.327403348298,35.34726882972247,2.356484588648165,73
2017,176,7,Tatlawiksuk,7530.739780754425,58.550794938562156,3.903386329237477,113
2017,179,8,Tatlawiksuk,9442.210289392015,73.41229872712312,4.894153248474875,151
2017,182,9,Tatlawiksuk,10198.641189884587,79.29347797768217,5.286231865178811,181
2017,185,10,Tatlawiksuk,11367.405508016363,88.38051084759054,5.892034056506036,198
2017,188,11,Tatlawiksuk,11909.61283131487,92.59612189310421,6.173074792873614,213
2017,191,12,Tatlawiksuk,12300.04844483073,95.63172214078516,6.37544814271901,224
2017,194,13,Tatlawiksuk,12345.596302623653,95.98585245987275,6.399056830658184,240
2017,197,14,Tatlawiksuk,12759.96909785904,99.20756204861057,6.613837469907373,249
2017,200,15,Tatlawiksuk,12861.89160822922,100,6.666666666666667,256
2017,158,1,Tuluksak,569.0613462003664,2.3558191534347155,0.157054610228981,1
2017,161,2,Tuluksak,773.2616913129098,3.2011745573224495,0.21341163715483,4
2017,164,3,Tuluksak,1694.9043996961736,7.016621801332327,0.4677747867554885,12
2017,167,4,Tuluksak,2392.6434169020836,9.905145071815777,0.6603430047877186,26
2017,170,5,Tuluksak,4536.017328263074,18.77835592521753,1.251890395014502,48
2017,173,6,Tuluksak,7191.649803002399,29.772231875933276,1.9848154583955515,73
2017,176,7,Tuluksak,9944.240393915292,41.16749827196353,2.7444998847975683,113
2017,179,8,Tuluksak,13734.696887811891,56.85935657196215,3.7906237714641433,151
2017,182,9,Tuluksak,16532.50688901495,68.44182379191041,4.562788252794026,181
2017,185,10,Tuluksak,18107.578002227827,74.96235575442071,4.9974903836280475,198
2017,188,11,Tuluksak,19351.73618863306,80.11296333830683,5.340864222553788,213
2017,191,12,Tuluksak,20711.178555915056,85.74082822179854,5.716055214786568,224
2017,194,13,Tuluksak,22234.754020345255,92.04817677880996,6.13654511858733,240
2017,197,14,Tuluksak,23409.338863198274,96.91076231304679,6.460717487536452,249
2017,200,15,Tuluksak,24155.561574864165,100,6.666666666666667,256
2017,158,1,Upper Kusko Main,0,0,0,1
2017,161,2,Upper Kusko Main,700.6018726548928,2.285249937355116,0.1523499958236744,4
2017,164,3,Upper Kusko Main,1314.9931881644723,4.289294987876133,0.28595299919174216,12
2017,167,4,Upper Kusko Main,3848.9967402619313,12.554804522905377,0.8369869681936917,26
2017,170,5,Upper Kusko Main,6185.112874365168,20.17483732253711,1.3449891548358073,48
2017,173,6,Upper Kusko Main,10466.734938739983,34.14079564536132,2.276053043024088,73
2017,176,7,Upper Kusko Main,16496.934799498227,53.810331785503365,3.5873554523668907,113
2017,179,8,Upper Kusko Main,21356.693961458117,69.66207976662865,4.644138651108577,151
2017,182,9,Upper Kusko Main,24076.072686972497,78.53225311997298,5.235483541331532,181
2017,185,10,Upper Kusko Main,26255.663784032728,85.64172657761844,5.709448438507896,198
2017,188,11,Upper Kusko Main,27773.161921902843,90.59155994212674,6.039437329475116,213
2017,191,12,Upper Kusko Main,28722.864510985546,93.68933610704472,6.245955740469649,224
2017,194,13,Upper Kusko Main,29222.627404403127,95.3194817938484,6.354632119589892,240
2017,197,14,Upper Kusko Main,30090.438207578045,98.15014020484647,6.543342680323097,249
2017,200,15,Upper Kusko Main,30657.560085779925,100,6.666666666666667,256
2018,152,1,Aniak,272.1275763709691,0.7295965765661031,0.042917445680359004,2
2018,155,2,Aniak,301.05841751155407,0.8071625584296022,0.04748015049585896,5
2018,158,3,Aniak,301.05841751155407,0.8071625584296022,0.04748015049585896,10
2018,161,4,Aniak,1130.2921878024538,3.030406994166199,0.17825923495095286,16
2018,164,5,Aniak,4196.14724106695,11.250218381676474,0.6617775518633221,37
2018,167,6,Aniak,6226.089582931472,16.692661970090885,0.9819212923582874,65
2018,170,7,Aniak,7283.031250248047,19.526410142135784,1.1486123613021049,77
2018,173,8,Aniak,8829.862689988957,23.673593378800145,1.3925643164000086,92
2018,176,9,Aniak,16344.78151367329,43.821713315964935,2.5777478421155844,138
2018,179,10,Aniak,22788.63590330159,61.098220773460575,3.594012986674152,168
2018,182,11,Aniak,27908.50617647698,74.82501712973689,4.401471595866877,196
2018,185,12,Aniak,29018.680091822684,77.80148536875518,4.576557962867952,208
2018,188,13,Aniak,32770.79633309636,87.86121985439033,5.168307050258254,227
2018,191,14,Aniak,35128.3493652893,94.18201484437027,5.540118520257074,233
2018,194,15,Aniak,36196.69481381302,97.04633749857385,5.7086080881514025,236
2018,197,16,Aniak,36763.24730295336,98.56531165780534,5.797959509282667,239
2018,198,17,Aniak,37298.362562466566,100,5.882352941176471,240
2018,152,1,Big River,0,0,0,2
2018,155,2,Big River,62.914207662646966,0.21973423912104792,0.0129255434777087,5
2018,158,3,Big River,1924.894875017345,6.722890209758791,0.3954641299858113,10
2018,161,4,Big River,3523.978166458963,12.307850481693047,0.7239912048054732,16
2018,164,5,Big River,8343.598531332944,29.14086250032259,1.7141683823719172,37
2018,167,6,Big River,14012.122319802129,48.93875566108074,2.8787503330047493,65
2018,170,7,Big River,16012.26856873875,55.92446891201378,3.289674641883164,77
2018,173,8,Big River,17527.39815074176,61.21621235502762,3.6009536679428007,92
2018,176,9,Big River,22197.224777952168,77.52605458111847,4.560356151830498,138
2018,179,10,Big River,23846.66478230215,83.28689077053846,4.899228868855204,168
2018,182,11,Big River,26217.650481507084,91.56779834192952,5.386341078937031,196
2018,185,12,Big River,28027.335427756803,97.88830621266737,5.758135659568669,208
2018,188,13,Big River,28156.02596282783,98.33777093385628,5.784574760815076,227
2018,191,14,Big River,28616.295077530227,99.94530741039202,5.8791357300230604,233
2018,194,15,Big River,28616.295077530227,99.94530741039202,5.8791357300230604,236
2018,197,16,Big River,28631.954634975475,100,5.88235294117647,239
2018,198,17,Big River,28631.954634975475,100,5.88235294117647,240
2018,152,1,E. Fork Kuskokwim,0,0,0,2
2018,155,2,E. Fork Kuskokwim,48.747786513746654,3.9837340216281247,0.23433729538988968,5
2018,158,3,E. Fork Kuskokwim,69.22444816634352,5.657114076573076,0.3327714162690044,10
2018,161,4,E. Fork Kuskokwim,206.43640437957856,16.870257836170648,0.9923681080100382,16
2018,164,5,E. Fork Kuskokwim,374.155176331389,30.576459197779172,1.7986152469281864,37
2018,167,6,E. Fork Kuskokwim,594.9966475434718,48.623918275862444,2.8602304868154382,65
2018,170,7,E. Fork Kuskokwim,704.140733044916,57.54331826849556,3.3849010746173858,77
2018,173,8,E. Fork Kuskokwim,729.3138718272579,59.60050068784709,3.505911805167476,92
2018,176,9,E. Fork Kuskokwim,839.512247460145,68.60605867381004,4.03565051022412,138
2018,179,10,E. Fork Kuskokwim,1029.2893701085004,84.11489782505545,4.947935166179732,168
2018,182,11,E. Fork Kuskokwim,1090.426441831692,89.11110073034462,5.241829454726154,196
2018,185,12,E. Fork Kuskokwim,1110.384224234853,90.74207728213744,5.337769251890438,208
2018,188,13,E. Fork Kuskokwim,1222.7255922524487,99.9227634591752,5.8778096152456,227
